Submission ID,Project Title,Short Abstract,Keywords,TCM Classification,Omics Type,Source Type,Organism,Tissue,Disease,Repository,Publication Year,Sample Number,Submitted By,Institution,View Count,Like Count,Downloads,Updated At
tcmomics000753,A pumpless liver-on-a-chip for drug hepatotoxicity analysis,"This study developed a pumpless, gravity-driven liver-on-a-chip for drug hepatotoxicity analysis. Integrating liver cells in a hydrogel coculture, the chip maintained high viability and sensitivity. It was validated with acetaminophen and plant-derived aristolochic acid I, showing enhanced toxicity detection.",liver-on-a-chip; drug hepatotoxicity; microfluidics; aristolochic acid; natural compounds,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,,GEO,2024,18,753,Tsinghua University,0,0,0,
tcmomics000758,Efficacy of novel agents against cellular models of familial platelet disorder with myeloid malignancy (FPD-MM). [scRNA-Seq],"This study investigates cellular models of familial platelet disorder with myeloid malignancy (FPD-MM), revealing molecular features. Homoharringtonine, mebendazole, and/or volasertib effectively reduce AML burden and improve survival in FPD-MM cell lines and xenograft models.",familial platelet disorder with myeloid malignancy;FPD-MM;AML;homoharringtonine;mebendazole;volasertib;RUNX1;scRNA-Seq,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,familial platelet disorder with myeloid malignancy,GEO,2024,2,758,MD Anderson Cancer Center,0,0,0,
tcmomics000764,Angelica dahurica Polysaccharides Ameliorates Colitis,"Angelica dahurica Polysaccharides ameliorate colitis. A related compound (ImP) was identified as an inhibitor of the PPAR signaling pathway, contributing to colitis development.",Angelica dahurica;polysaccharides;colitis;PPAR signaling pathway,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,colitis,GEO,2025,12,764,Affiliated Hospital of Nanjing University of Chinese Medicine,0,0,0,
tcmomics000766,Effect of Alisol B on gene expression in GT1-7 cells,Alisol B regulates GnRH secretion in GT1-7 cells. This study investigates the underlying mechanisms by analyzing gene expression changes via cellular transcriptome sequencing in these cells.,Alisol B;GnRH secretion;GT1-7 cells;gene expression;transcriptome sequencing,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,,GEO,2025,6,766,Children`s Hospital of Fudan University,0,0,0,
tcmomics000767,Protective effects of Ganoderma lucidum spores on estradiol benzoate-induced TEC apoptosis and compromised double-positive thymocyte development,"Ganoderma lucidum spores (GLS) protect against estradiol benzoate-induced TEC apoptosis and compromised double-positive thymocyte development. This study investigates if GLS regulates iNKT cell development and its mechanisms, noting GLS's known role in traditional T cell development.",Ganoderma lucidum spores;iNKT cells;thymocyte development;TEC apoptosis;estradiol benzoate,Herb/herbal medicine,Transcriptomics,manual collect,Mus musculus,,,GEO,2024,6,767,"BoYu Intelligent Health Innovation Laboratory, Hangzhou, 311100, P. R. China.",0,0,0,
tcmomics000770,Involvement of Icaritin in the Regulation of Osteocyte Exosomal MicroRNAs,"This study investigates the regulatory role of Icaritin (ICA) on osteocyte exosomal microRNAs. By sequencing small RNAs from ICA-treated osteocytes and controls, the research aims to elucidate potential molecular mechanisms involved in ICA-mediated bone repair.",Icaritin;osteocyte;exosomal microRNAs;bone repair;regulation,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,,GEO,2025,9,770,Suzhou TCM Hospital Affiliated to Nanjing University of Chinese Medicine,0,0,0,
tcmomics000771,A Promising Natural G6PD Inhibitor for Potential Therapeutic Strategies in DLBCL,"Cinobufagin, a natural compound, shows promise as a therapeutic agent for diffuse large B-cell lymphoma (DLBCL). It inhibits G6PD enzyme activity, reducing DNA synthesis and NADPH, leading to ROS accumulation and apoptosis in DLBCL cells, offering new treatment strategies.",Cinobufagin;G6PD inhibitor;DLBCL;natural compound;anti-cancer;apoptosis,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,Diffuse large B-cell lymphoma,GEO,2024,2,771,Chongqing University Cancer Hospital,0,0,0,
tcmomics000778,Mechanism of Jingu Zhitong Gel in treatment of knee osteoarthritis based on IL-17 signaling pathway,"This study explores the mechanism of Jingu Zhitong Gel in treating knee osteoarthritis (KOA). Using transcriptome sequencing, it identified the IL-17 signaling pathway as a target, showing the gel reduces synovial inflammation by regulating genes like MMP13, MMP3, and S100A8, offering new insights into KOA treatment.",Jingu Zhitong Gel;knee osteoarthritis;IL-17 signaling pathway;transcriptome sequencing;mechanism,Chinese patent medicine,Transcriptomics,manual collect,Rattus norvegicus,,knee osteoarthritis,GEO,2025,21,778,"Jiangsu Kanion Pharmaceutical Co.,Ltd.",0,0,0,
tcmomics000779,Effects of Ginseng Berries Concentrate and Ginsenoside Re on gene expression profiles.,"This study investigated the effects of Ginseng Berries Concentrate and Ginsenoside Re on gene expression profiles in C2C12 myocytes, identifying significant changes.",Ginseng Berries Concentrate; Ginsenoside Re; gene expression; myocytes,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,,GEO,2025,8,779,Gwangju Institute of Science and Technology,0,0,0,
tcmomics000780,Exploring the Dynamic Adaptive Responses of Epimedium pubescens to Phosphorus Deficiency Through Combined Transcriptome and miRNA Analysis [RNA-Seq],"Epimedium pubescens dynamically adapts to phosphorus deficiency. Transcriptome and miRNA analysis reveal early activation of carbon metabolism and flavonoid synthesis, followed by upregulation of phosphorus cycling genes and enhanced post-transcriptional regulation to cope with prolonged stress.",Epimedium pubescens; phosphorus deficiency; transcriptome; miRNA; stress response; flavonoid synthesis,Herb/herbal medicine,Transcriptomics,manual collect,Epimedium pubescens,,,GEO,2024,12,780,"Institute of Medicinal Plants, Chinese Academy of Medical Sciences",0,0,0,
tcmomics000785,Artesunate inhibits the cell viability of diffuse large B cell lymphoma cells by  increasing the susceptibility to ferroptosis (RNA-seq).,"Artesunate inhibits diffuse large B cell lymphoma (DLBCL) cell viability by inducing ferroptosis, evidenced by increased ROS, lipid peroxidation, and a ferroptosis gene signature, involving GPX4 downregulation and MT1G. Combination with doxorubicin suggests potential clinical application.",Artesunate;diffuse large B cell lymphoma;ferroptosis;RNA-seq;ROS;GPX4;MT1G;doxorubicin;cell viability,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,diffuse large B cell lymphoma,GEO,2024,6,785,Jinan University,0,0,0,
tcmomics000791,Transcriptomic response of ginsenoside Rc (gRc) in C2C12 myotube under dexamethasone (DEX) treatment,"This study investigates the transcriptomic response of ginsenoside Rc (gRc) in C2C12 myotubes, both under resting conditions and during dexamethasone (DEX) treatment. It aims to identify the specific gene expression changes induced by gRc in these muscle cells.",ginsenoside Rc;C2C12 myotube;dexamethasone;transcriptomic response;gene expression,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,,GEO,2025,18,791,Korean Institute of Oriental Medicine,0,0,0,
tcmomics000796,High-throughout sequencing of triple negative breast cancer cells treated with Lespedeza bicolor root,"High-throughput sequencing investigated gene expression changes related to proliferation, adhesion, migration, and invasion in MDA-MB-231 and BT549 triple-negative breast cancer cells treated with Lespedeza bicolor root extract to identify target genes.",Lespedeza bicolor root;triple-negative breast cancer;high-throughput sequencing;gene expression;cell proliferation;cell migration,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,triple negative breast cancer,GEO,2024,4,796,Wenzhou Medical University,0,0,0,
tcmomics000798,"Yishen Jiangzhuo decoction attenuates cisplatin-induced acute kidney injury by inhibiting inflammation, oxidative stress, and apoptosis through the TNF signal pathway","Yishen Jiangzhuo decoction attenuates cisplatin-induced acute kidney injury in mice by inhibiting inflammation, oxidative stress, and apoptosis. Its mechanisms involve the TNF signal pathway, leading to improved renal function and reduced pathological damage.",Yishen Jiangzhuo decoction;cisplatin-induced acute kidney injury;inflammation;oxidative stress;apoptosis;TNF signal pathway,Modern formula,Transcriptomics,manual collect,Mus musculus,,acute kidney injury,GEO,2024,9,798,The Second Affiliated People's Hospital of Fujian University of Traditional Chinese Medicine,0,0,0,
tcmomics000800,Bruceine A protects nuclear receptor 4A1 from ubiquitin-degradation to alleviate mesangial proliferative glomerulonephritis,"Bruceine A protects nuclear receptor 4A1 from ubiquitin-degradation to alleviate mesangial proliferative glomerulonephritis (MsPGN). It stabilizes NR4A1 protein levels, which then represses NF-κB signaling phosphorylation, ultimately attenuating inflammatory cascades and mesangial proliferation to confer renal protection.",Bruceine A;NR4A1;mesangial proliferative glomerulonephritis;ubiquitin-degradation;inflammation;cell proliferation;renoprotection,TCM Active ingredient,Transcriptomics,manual collect,Rattus norvegicus,,mesangial proliferative glomerulonephritis,GEO,2025,24,800,Macau University of Science and Technology,0,0,0,
tcmomics000803,Transcriptomic profiling reveals potential protective mechanisms of agarwood extract on benzo[a]pyrene-impaired neuronal differentiation in SH-SY5Y cells,"Agarwood extract (ACEE) was investigated for its protective effect on benzo[a]pyrene-induced impaired neuronal differentiation in SH-SY5Y cells. Transcriptomic analysis revealed ACEE's neuroprotective mechanisms involving specific genes and PI3K/Akt and ERK pathways, suggesting its potential for neurodegenerative disease prevention.",Agarwood extract;Aquilaria crassna;benzo[a]pyrene;neuronal differentiation;neuroprotection;transcriptomics;SH-SY5Y cells,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,,GEO,2024,3,803,"College of Public Health Sciences, Chulalongkorn University",0,0,0,
tcmomics000807,RNA-seq for liver tissue in mice,This study investigates genes regulated by mouse liver tissue treated with Emilia sonchifolia water extract.,RNA-seq;liver tissue;gene regulation;Emilia sonchifolia;water extract;mice,Herb/herbal medicine,Transcriptomics,manual collect,Mus musculus,,,GEO,2024,6,807,Guizhou University of Traditional Chinese Medicine,0,0,0,
tcmomics000808,effect of Schisandrol B treatment in human aortic valve interstitial cells,"Schisandrol B inhibits osteogenic differentiation in human aortic valve interstitial cells, revealing its therapeutic potential for calcific aortic valve disease. The P53 signaling pathway is identified as a key regulatory mechanism.",Schisandrol B;Calcific aortic valve disease;Aortic valve interstitial cells;Osteogenic differentiation;P53 signaling pathway,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,Calcific aortic valve disease,GEO,2024,6,808,Wuhan Union Hospital,0,0,0,
tcmomics000818,Zhenqi Granules Attenuates the Inflammatory Response of Pulmonary Epithelial Cells by Inhibiting Endoplasmic Reticulum Stress in MRSA Infection,"Zhenqi Granules (ZQ), a compound herbal formula, attenuates the inflammatory response of pulmonary epithelial cells in MRSA infection by inhibiting c-di-AMP-related endoplasmic reticulum stress. ZQ reduces inflammatory cytokines and downregulates ER stress-related protein pathways, suggesting its potential for treating pulmonary MRSA infection.",Zhenqi Granules;MRSA infection;pulmonary epithelial cells;inflammatory response;endoplasmic reticulum stress;c-di-AMP,Modern formula,Transcriptomics,manual collect,Homo sapiens,,MRSA infection,GEO,2024,6,818,Chinese Academy of Traditional Chinese Medicine,0,0,0,
tcmomics000823,Transcriptome Analysis Reveals Potential Protective Effects and Biomarkers of Pien Tze Huang on CCl4-induced Liver Cancer (miRNA),"Pien Tze Huang (PZH), a traditional Chinese medicinal formula, demonstrates protective effects against CCl4-induced liver cancer. Transcriptome analysis identified differentially expressed mRNA and lncRNA, suggesting potential therapeutic targets for PZH in treating liver diseases.",Pien Tze Huang; Liver cancer; CCl4; Transcriptome analysis; mRNA; lncRNA; miRNA; Biomarkers; Liver diseases; Protective effects,Chinese patent medicine,Transcriptomics,manual collect,Mus musculus,,liver cancer,GEO,2024,18,823,Shanghai Jiao Tong University,0,0,0,
tcmomics000827,Acupuncture potentiates anti-PD-1 efficacy by promoting CD5+ dentritic cells and T cell-mediated tumor immunity in breast cancer,"Acupuncture potentiates anti-PD-1 efficacy in breast cancer by promoting CD5+ dendritic cells and T cell-mediated tumor immunity. This study reveals acupuncture enhances immune responses, inducing tumor cell apoptosis and inhibiting growth, suggesting a promising complementary therapy for breast cancer ICI.",Acupuncture;PD-1 inhibitor;breast cancer;tumor immunity;CD5+ dendritic cells;T cells;complementary therapy,Acupuncture & moxibustion,Transcriptomics,manual collect,Mus musculus,,breast cancer,GEO,2024,2,827,Changchun University of Chinese Medicine,0,0,0,
